,YEAR_op,TIMESTAMP,TECHNOLOGIES,AREA,power_Dvar
227,2040,5201,Onshore wind,Alpin,0.0
228,2040,5201,SMR,Marseille,0.0
229,2040,5201,SMR,Alpin,0.0
230,2040,5201,ElectrolysisM,Marseille,672.5131234869923
231,2040,5201,ElectrolysisM,Alpin,0.0
232,2040,5201,Offshore wind - floating,Marseille,0.0
233,2040,5201,Offshore wind - floating,Alpin,0.0
234,2040,5201,SMR + CCS2,Marseille,0.0
235,2040,5201,SMR + CCS2,Alpin,0.0
236,2040,5201,Ground PV,Marseille,0.0
237,2040,5201,Ground PV,Alpin,0.0
238,2040,5201,SMR + CCS1,Marseille,0.0
239,2040,5201,SMR + CCS1,Alpin,0.0
240,2040,601,Existing SMR,Marseille,365.6534822369923
241,2040,601,Existing SMR,Alpin,0.0
242,2040,601,Onshore wind,Marseille,41.322525
243,2040,601,Onshore wind,Alpin,0.0
244,2040,601,SMR,Marseille,0.0
245,2040,601,SMR,Alpin,0.0
246,2040,601,ElectrolysisM,Marseille,26.859641250000003
247,2040,601,ElectrolysisM,Alpin,0.0
248,2040,601,Offshore wind - floating,Marseille,0.0
249,2040,601,Offshore wind - floating,Alpin,0.0
250,2040,601,SMR + CCS2,Marseille,0.0
251,2040,601,SMR + CCS2,Alpin,0.0
252,2040,601,Ground PV,Marseille,0.0
253,2040,601,Ground PV,Alpin,0.0
254,2040,601,SMR + CCS1,Marseille,280.0
255,2040,601,SMR + CCS1,Alpin,0.0
256,2040,4701,Existing SMR,Marseille,356.17099619460737
257,2040,4701,Existing SMR,Alpin,0.0
258,2040,4701,Onshore wind,Marseille,51.858929999999994
259,2040,4701,Onshore wind,Alpin,0.0
260,2040,4701,SMR,Marseille,0.0
261,2040,4701,SMR,Alpin,0.0
262,2040,4701,ElectrolysisM,Marseille,33.7083045
263,2040,4701,ElectrolysisM,Alpin,0.0
264,2040,4701,Offshore wind - floating,Marseille,0.0
265,2040,4701,Offshore wind - floating,Alpin,0.0
266,2040,4701,SMR + CCS2,Marseille,0.0
267,2040,4701,SMR + CCS2,Alpin,0.0
268,2040,4701,Ground PV,Marseille,0.0
269,2040,4701,Ground PV,Alpin,0.0
270,2040,4701,SMR + CCS1,Marseille,280.0
271,2040,4701,SMR + CCS1,Alpin,0.0
272,2040,101,Existing SMR,Marseille,338.2731519869923
273,2040,101,Existing SMR,Alpin,0.0
274,2040,101,Onshore wind,Marseille,83.44610999999999
275,2040,101,Onshore wind,Alpin,0.0
276,2040,101,SMR,Marseille,0.0
277,2040,101,SMR,Alpin,0.0
278,2040,101,ElectrolysisM,Marseille,54.239971499999996
279,2040,101,ElectrolysisM,Alpin,0.0
280,2040,101,Offshore wind - floating,Marseille,0.0
281,2040,101,Offshore wind - floating,Alpin,0.0
282,2040,101,SMR + CCS2,Marseille,0.0
283,2040,101,SMR + CCS2,Alpin,0.0
284,2040,101,Ground PV,Marseille,0.0
285,2040,101,Ground PV,Alpin,0.0
286,2040,101,SMR + CCS1,Marseille,280.0
287,2040,101,SMR + CCS1,Alpin,0.0
288,2040,4201,Existing SMR,Marseille,306.44285669460737
289,2040,4201,Existing SMR,Alpin,0.0
290,2040,4201,Onshore wind,Marseille,128.36376
291,2040,4201,Onshore wind,Alpin,0.0
292,2040,4201,SMR,Marseille,0.0
293,2040,4201,SMR,Alpin,0.0
294,2040,4201,ElectrolysisM,Marseille,83.43644400000002
295,2040,4201,ElectrolysisM,Alpin,0.0
296,2040,4201,Offshore wind - floating,Marseille,0.0
297,2040,4201,Offshore wind - floating,Alpin,0.0
298,2040,4201,SMR + CCS2,Marseille,0.0
299,2040,4201,SMR + CCS2,Alpin,0.0
300,2040,4201,Ground PV,Marseille,0.0
301,2040,4201,Ground PV,Alpin,0.0
302,2040,4201,SMR + CCS1,Marseille,280.0
303,2040,4201,SMR + CCS1,Alpin,0.0
304,2040,8301,Existing SMR,Marseille,391.3466481119923
305,2040,8301,Existing SMR,Alpin,0.0
306,2040,8301,Onshore wind,Marseille,1.7945775000000002
307,2040,8301,Onshore wind,Alpin,0.0
308,2040,8301,SMR,Marseille,0.0
309,2040,8301,SMR,Alpin,0.0
310,2040,8301,ElectrolysisM,Marseille,1.166475375
311,2040,8301,ElectrolysisM,Alpin,0.0
312,2040,8301,Offshore wind - floating,Marseille,0.0
313,2040,8301,Offshore wind - floating,Alpin,0.0
314,2040,8301,SMR + CCS2,Marseille,0.0
315,2040,8301,SMR + CCS2,Alpin,0.0
316,2040,8301,Ground PV,Marseille,0.0
317,2040,8301,Ground PV,Alpin,0.0
318,2040,8301,SMR + CCS1,Marseille,280.0
319,2040,8301,SMR + CCS1,Alpin,0.0
320,2040,3701,Existing SMR,Marseille,0.0
321,2040,3701,Existing SMR,Alpin,0.0
322,2040,3701,Onshore wind,Marseille,8.544429
323,2040,3701,Onshore wind,Alpin,0.0
324,2040,3701,SMR,Marseille,0.0
325,2040,3701,SMR,Alpin,0.0
326,2040,3701,ElectrolysisM,Marseille,675.1469462793772
327,2040,3701,ElectrolysisM,Alpin,0.0
328,2040,3701,Offshore wind - floating,Marseille,0.0
329,2040,3701,Offshore wind - floating,Alpin,0.0
330,2040,3701,SMR + CCS2,Marseille,0.0
331,2040,3701,SMR + CCS2,Alpin,0.0
332,2040,3701,Ground PV,Marseille,0.0
333,2040,3701,Ground PV,Alpin,0.0
334,2040,3701,SMR + CCS1,Marseille,0.0
335,2040,3701,SMR + CCS1,Alpin,0.0
336,2040,7801,Existing SMR,Marseille,347.9079264869923
337,2040,7801,Existing SMR,Alpin,0.0
338,2040,7801,Onshore wind,Marseille,68.62338
339,2040,7801,Onshore wind,Alpin,0.0
340,2040,7801,SMR,Marseille,0.0
341,2040,7801,SMR,Alpin,0.0
342,2040,7801,ElectrolysisM,Marseille,44.605197000000004
343,2040,7801,ElectrolysisM,Alpin,0.0
344,2040,7801,Offshore wind - floating,Marseille,0.0
345,2040,7801,Offshore wind - floating,Alpin,0.0
346,2040,7801,SMR + CCS2,Marseille,0.0
347,2040,7801,SMR + CCS2,Alpin,0.0
348,2040,7801,Ground PV,Marseille,0.0
349,2040,7801,Ground PV,Alpin,0.0
350,2040,7801,SMR + CCS1,Marseille,280.0
351,2040,7801,SMR + CCS1,Alpin,0.0
352,2040,3201,Existing SMR,Marseille,389.6460057171074
353,2040,3201,Existing SMR,Alpin,0.0
354,2040,3201,Onshore wind,Marseille,0.35891535
355,2040,3201,Onshore wind,Alpin,0.0
356,2040,3201,SMR,Marseille,0.0
357,2040,3201,SMR,Alpin,0.0
358,2040,3201,ElectrolysisM,Marseille,0.23329497750000003
359,2040,3201,ElectrolysisM,Alpin,0.0
360,2040,3201,Offshore wind - floating,Marseille,0.0
361,2040,3201,Offshore wind - floating,Alpin,0.0
362,2040,3201,SMR + CCS2,Marseille,0.0
363,2040,3201,SMR + CCS2,Alpin,0.0
364,2040,3201,Ground PV,Marseille,0.0
365,2040,3201,Ground PV,Alpin,0.0
366,2040,3201,SMR + CCS1,Marseille,280.0
367,2040,3201,SMR + CCS1,Alpin,0.0
368,2040,7301,Existing SMR,Marseille,388.3098617196074
369,2040,7301,Existing SMR,Alpin,0.0
370,2040,7301,Onshore wind,Marseille,2.4145214999999998
371,2040,7301,Onshore wind,Alpin,0.0
372,2040,7301,SMR,Marseille,0.0
373,2040,7301,SMR,Alpin,0.0
374,2040,7301,ElectrolysisM,Marseille,1.569438975
375,2040,7301,ElectrolysisM,Alpin,0.0
376,2040,7301,Offshore wind - floating,Marseille,0.0
377,2040,7301,Offshore wind - floating,Alpin,0.0
378,2040,7301,SMR + CCS2,Marseille,0.0
379,2040,7301,SMR + CCS2,Alpin,0.0
380,2040,7301,Ground PV,Marseille,0.0
381,2040,7301,Ground PV,Alpin,0.0
382,2040,7301,SMR + CCS1,Marseille,280.0
383,2040,7301,SMR + CCS1,Alpin,0.0
384,2040,2701,Existing SMR,Marseille,0.0
385,2040,2701,Existing SMR,Alpin,0.0
386,2040,2701,Onshore wind,Marseille,2.4145214999999998
387,2040,2701,Onshore wind,Alpin,0.0
388,2040,2701,SMR,Marseille,0.0
389,2040,2701,SMR,Alpin,0.0
390,2040,2701,ElectrolysisM,Marseille,672.5131234869923
391,2040,2701,ElectrolysisM,Alpin,0.0
392,2040,2701,Offshore wind - floating,Marseille,0.0
393,2040,2701,Offshore wind - floating,Alpin,0.0
394,2040,2701,SMR + CCS2,Marseille,0.0
395,2040,2701,SMR + CCS2,Alpin,0.0
396,2040,2701,Ground PV,Marseille,0.0
397,2040,2701,Ground PV,Alpin,0.0
398,2040,2701,SMR + CCS1,Marseille,0.0
399,2040,2701,SMR + CCS1,Alpin,0.0
400,2040,6801,Existing SMR,Marseille,322.6997824446074
401,2040,6801,Existing SMR,Alpin,0.0
402,2040,6801,Onshore wind,Marseille,103.35310500000001
403,2040,6801,Onshore wind,Alpin,0.0
404,2040,6801,SMR,Marseille,0.0
405,2040,6801,SMR,Alpin,0.0
406,2040,6801,ElectrolysisM,Marseille,67.17951825000002
407,2040,6801,ElectrolysisM,Alpin,0.0
408,2040,6801,Offshore wind - floating,Marseille,0.0
409,2040,6801,Offshore wind - floating,Alpin,0.0
410,2040,6801,SMR + CCS2,Marseille,0.0
411,2040,6801,SMR + CCS2,Alpin,0.0
412,2040,6801,Ground PV,Marseille,0.0
413,2040,6801,Ground PV,Alpin,0.0
414,2040,6801,SMR + CCS1,Marseille,280.0
415,2040,6801,SMR + CCS1,Alpin,0.0
416,2040,2201,Existing SMR,Marseille,0.0
417,2040,2201,Existing SMR,Alpin,0.0
418,2040,2201,Onshore wind,Marseille,111.45682500000001
419,2040,2201,Onshore wind,Alpin,0.0
420,2040,2201,SMR,Marseille,0.0
421,2040,2201,SMR,Alpin,0.0
422,2040,2201,ElectrolysisM,Marseille,675.1469462793772
423,2040,2201,ElectrolysisM,Alpin,0.0
424,2040,2201,Offshore wind - floating,Marseille,0.0
425,2040,2201,Offshore wind - floating,Alpin,0.0
426,2040,2201,SMR + CCS2,Marseille,0.0
427,2040,2201,SMR + CCS2,Alpin,0.0
428,2040,2201,Ground PV,Marseille,0.0
429,2040,2201,Ground PV,Alpin,0.0
430,2040,2201,SMR + CCS1,Marseille,0.0
431,2040,2201,SMR + CCS1,Alpin,0.0
432,2040,6301,Existing SMR,Marseille,0.0
433,2040,6301,Existing SMR,Alpin,0.0
434,2040,6301,Onshore wind,Marseille,12.920863500000001
435,2040,6301,Onshore wind,Alpin,0.0
436,2040,6301,SMR,Marseille,0.0
437,2040,6301,SMR,Alpin,0.0
438,2040,6301,ElectrolysisM,Marseille,675.1469462793772
439,2040,6301,ElectrolysisM,Alpin,0.0
440,2040,6301,Offshore wind - floating,Marseille,0.0
441,2040,6301,Offshore wind - floating,Alpin,0.0
442,2040,6301,SMR + CCS2,Marseille,0.0
443,2040,6301,SMR + CCS2,Alpin,0.0
444,2040,6301,Ground PV,Marseille,0.0
445,2040,6301,Ground PV,Alpin,0.0
446,2040,6301,SMR + CCS1,Marseille,0.0
447,2040,6301,SMR + CCS1,Alpin,0.0
448,2040,1701,Existing SMR,Marseille,325.86623798699225
449,2040,1701,Existing SMR,Alpin,0.0
450,2040,1701,Onshore wind,Marseille,102.53367
451,2040,1701,Onshore wind,Alpin,0.0
452,2040,1701,SMR,Marseille,0.0
453,2040,1701,SMR,Alpin,0.0
454,2040,1701,ElectrolysisM,Marseille,66.64688550000001
455,2040,1701,ElectrolysisM,Alpin,0.0
456,2040,1701,Offshore wind - floating,Marseille,0.0
457,2040,1701,Offshore wind - floating,Alpin,0.0
458,2040,1701,SMR + CCS2,Marseille,0.0
459,2040,1701,SMR + CCS2,Alpin,0.0
460,2040,1701,Ground PV,Marseille,0.0
461,2040,1701,Ground PV,Alpin,0.0
462,2040,1701,SMR + CCS1,Marseille,280.0
463,2040,1701,SMR + CCS1,Alpin,0.0
464,2040,5801,Existing SMR,Marseille,0.0
465,2040,5801,Existing SMR,Alpin,0.0
466,2040,5801,Onshore wind,Marseille,22.875795
467,2040,5801,Onshore wind,Alpin,0.0
468,2040,5801,SMR,Marseille,0.0
469,2040,5801,SMR,Alpin,0.0
470,2040,5801,ElectrolysisM,Marseille,672.5131234869923
471,2040,5801,ElectrolysisM,Alpin,0.0
472,2040,5801,Offshore wind - floating,Marseille,0.0
473,2040,5801,Offshore wind - floating,Alpin,0.0
474,2040,5801,SMR + CCS2,Marseille,0.0
475,2040,5801,SMR + CCS2,Alpin,0.0
476,2040,5801,Ground PV,Marseille,0.0
477,2040,5801,Ground PV,Alpin,0.0
478,2040,5801,SMR + CCS1,Marseille,0.0
479,2040,5801,SMR + CCS1,Alpin,0.0
480,2040,1201,Existing SMR,Marseille,362.6216709869923
481,2040,1201,Existing SMR,Alpin,0.0
482,2040,1201,Onshore wind,Marseille,45.986850000000004
483,2040,1201,Onshore wind,Alpin,0.0
484,2040,1201,SMR,Marseille,0.0
485,2040,1201,SMR,Alpin,0.0
486,2040,1201,ElectrolysisM,Marseille,29.891452500000007
487,2040,1201,ElectrolysisM,Alpin,0.0
488,2040,1201,Offshore wind - floating,Marseille,0.0
489,2040,1201,Offshore wind - floating,Alpin,0.0
490,2040,1201,SMR + CCS2,Marseille,0.0
491,2040,1201,SMR + CCS2,Alpin,0.0
492,2040,1201,Ground PV,Marseille,0.0
493,2040,1201,Ground PV,Alpin,0.0
494,2040,1201,SMR + CCS1,Marseille,280.0
495,2040,1201,SMR + CCS1,Alpin,0.0
496,2040,5301,Existing SMR,Marseille,0.0
497,2040,5301,Existing SMR,Alpin,0.0
498,2040,5301,Onshore wind,Marseille,128.36376
499,2040,5301,Onshore wind,Alpin,0.0
500,2040,5301,SMR,Marseille,0.0
501,2040,5301,SMR,Alpin,0.0
502,2040,5301,ElectrolysisM,Marseille,672.5131234869923
503,2040,5301,ElectrolysisM,Alpin,0.0
504,2040,5301,Offshore wind - floating,Marseille,0.0
505,2040,5301,Offshore wind - floating,Alpin,0.0
506,2040,5301,SMR + CCS2,Marseille,0.0
507,2040,5301,SMR + CCS2,Alpin,0.0
508,2040,5301,Ground PV,Marseille,0.0
509,2040,5301,Ground PV,Alpin,0.0
510,2040,5301,SMR + CCS1,Marseille,0.0
511,2040,5301,SMR + CCS1,Alpin,0.0
512,2040,701,Existing SMR,Marseille,0.0
513,2040,701,Existing SMR,Alpin,0.0
514,2040,701,Onshore wind,Marseille,90.401835
515,2040,701,Onshore wind,Alpin,0.0
516,2040,701,SMR,Marseille,0.0
517,2040,701,SMR,Alpin,0.0
518,2040,701,ElectrolysisM,Marseille,675.1469462793772
519,2040,701,ElectrolysisM,Alpin,0.0
520,2040,701,Offshore wind - floating,Marseille,0.0
521,2040,701,Offshore wind - floating,Alpin,0.0
522,2040,701,SMR + CCS2,Marseille,0.0
523,2040,701,SMR + CCS2,Alpin,0.0
524,2040,701,Ground PV,Marseille,0.0
525,2040,701,Ground PV,Alpin,0.0
526,2040,701,SMR + CCS1,Marseille,0.0
527,2040,701,SMR + CCS1,Alpin,0.0
528,2040,4801,Existing SMR,Marseille,0.0
529,2040,4801,Existing SMR,Alpin,0.0
530,2040,4801,Onshore wind,Marseille,0.7830882000000001
531,2040,4801,Onshore wind,Alpin,0.0
532,2040,4801,SMR,Marseille,0.0
533,2040,4801,SMR,Alpin,0.0
534,2040,4801,ElectrolysisM,Marseille,675.1469462793772
535,2040,4801,ElectrolysisM,Alpin,0.0
536,2040,4801,Offshore wind - floating,Marseille,0.0
537,2040,4801,Offshore wind - floating,Alpin,0.0
538,2040,4801,SMR + CCS2,Marseille,0.0
539,2040,4801,SMR + CCS2,Alpin,0.0
540,2040,4801,Ground PV,Marseille,0.0
541,2040,4801,Ground PV,Alpin,0.0
542,2040,4801,SMR + CCS1,Marseille,0.0
543,2040,4801,SMR + CCS1,Alpin,0.0
544,2040,201,Existing SMR,Marseille,391.79202986699227
545,2040,201,Existing SMR,Alpin,0.0
546,2040,201,Onshore wind,Marseille,1.1093748
547,2040,201,Onshore wind,Alpin,0.0
548,2040,201,SMR,Marseille,0.0
549,2040,201,SMR,Alpin,0.0
550,2040,201,ElectrolysisM,Marseille,0.7210936200000001
551,2040,201,ElectrolysisM,Alpin,0.0
552,2040,201,Offshore wind - floating,Marseille,0.0
553,2040,201,Offshore wind - floating,Alpin,0.0
554,2040,201,SMR + CCS2,Marseille,0.0
555,2040,201,SMR + CCS2,Alpin,0.0
