,YEAR_op,TIMESTAMP,AREA,carbon_Pvar
60,2040,1201,Marseille,127683.13574977593
61,2040,1201,Alpin,0.0
62,2040,5301,Marseille,0.0
63,2040,5301,Alpin,0.0
64,2040,701,Marseille,0.0
65,2040,701,Alpin,0.0
66,2040,4801,Marseille,0.0
67,2040,4801,Alpin,0.0
68,2040,201,Marseille,135282.05075663314
69,2040,201,Alpin,0.0
70,2040,4301,Marseille,0.0
71,2040,4301,Alpin,0.0
72,2040,8401,Marseille,1009.4890045953726
73,2040,8401,Alpin,0.0
74,2040,3801,Marseille,0.0
75,2040,3801,Alpin,0.0
76,2040,7901,Marseille,120428.6743532726
77,2040,7901,Alpin,0.0
78,2040,3301,Marseille,0.0
79,2040,3301,Alpin,0.0
80,2040,7401,Marseille,113734.59843060144
81,2040,7401,Alpin,0.0
82,2040,2801,Marseille,0.0
83,2040,2801,Alpin,0.0
84,2040,6901,Marseille,133507.9312123375
85,2040,6901,Alpin,0.0
86,2040,2301,Marseille,-41987.35101593101
87,2040,2301,Alpin,0.0
88,2040,6401,Marseille,5088.321297976863
89,2040,6401,Alpin,0.0
90,2040,1801,Marseille,113048.48429588033
91,2040,1801,Alpin,0.0
92,2040,5901,Marseille,135276.5258669881
93,2040,5901,Alpin,0.0
94,2040,1301,Marseille,113734.59843060146
95,2040,1301,Alpin,0.0
96,2040,5401,Marseille,113048.48429588033
97,2040,5401,Alpin,0.0
98,2040,801,Marseille,113734.59843060146
99,2040,801,Alpin,0.0
100,2040,4901,Marseille,135204.70235239973
101,2040,4901,Alpin,0.0
102,2040,301,Marseille,134253.84078885158
103,2040,301,Alpin,0.0
104,2040,4401,Marseille,133938.10715627173
105,2040,4401,Alpin,0.0
106,2040,8501,Marseille,0.0
107,2040,8501,Alpin,0.0
108,2040,3901,Marseille,0.0
109,2040,3901,Alpin,0.0
110,2040,8001,Marseille,113048.48429588033
111,2040,8001,Alpin,0.0
112,2040,3401,Marseille,0.0
113,2040,3401,Alpin,0.0
114,2040,7501,Marseille,0.0
115,2040,7501,Alpin,0.0
116,2040,2901,Marseille,132063.28636721926
117,2040,2901,Alpin,0.0
118,2040,7001,Marseille,0.0
119,2040,7001,Alpin,0.0
120,2040,2401,Marseille,0.0
121,2040,2401,Alpin,0.0
122,2040,6501,Marseille,113048.48429588033
123,2040,6501,Alpin,0.0
124,2040,1901,Marseille,115808.24870183213
125,2040,1901,Alpin,0.0
126,2040,6001,Marseille,134683.1390545129
127,2040,6001,Alpin,0.0
128,2040,1401,Marseille,125816.91128259416
129,2040,1401,Alpin,0.0
130,2040,5501,Marseille,15.097401226194314
131,2040,5501,Alpin,0.0
132,2040,901,Marseille,113734.59843060146
133,2040,901,Alpin,0.0
134,2040,5001,Marseille,113048.48429588033
135,2040,5001,Alpin,0.0
136,2040,401,Marseille,113734.59843060146
137,2040,401,Alpin,0.0
138,2040,4501,Marseille,0.0
139,2040,4501,Alpin,0.0
140,2040,8601,Marseille,113048.48429588033
141,2040,8601,Alpin,0.0
142,2040,4001,Marseille,0.0
143,2040,4001,Alpin,0.0
144,2040,8101,Marseille,135248.90149495928
145,2040,8101,Alpin,0.0
146,2040,3501,Marseille,119874.73848864449
147,2040,3501,Alpin,0.0
148,2040,7601,Marseille,126220.23945556176
149,2040,7601,Alpin,0.0
150,2040,3001,Marseille,127504.98806113962
151,2040,3001,Alpin,0.0
152,2040,7101,Marseille,131833.39355653294
153,2040,7101,Alpin,0.0
154,2040,2501,Marseille,134500.5257361908
155,2040,2501,Alpin,0.0
156,2040,6601,Marseille,0.0
157,2040,6601,Alpin,0.0
158,2040,2001,Marseille,114428.20493167375
159,2040,2001,Alpin,0.0
160,2040,6101,Marseille,113734.59843060146
161,2040,6101,Alpin,0.0
162,2040,1501,Marseille,1820.7361957669846
163,2040,1501,Alpin,0.0
164,2040,5601,Marseille,134618.03612969464
165,2040,5601,Alpin,0.0
166,2040,1001,Marseille,128215.17437808854
167,2040,1001,Alpin,0.0
168,2040,5101,Marseille,0.0
169,2040,5101,Alpin,0.0
170,2040,501,Marseille,113734.59843060146
171,2040,501,Alpin,0.0
172,2040,4601,Marseille,0.0
173,2040,4601,Alpin,0.0
174,2040,8701,Marseille,0.0
175,2040,8701,Alpin,0.0
176,2050,1,Marseille,0.0
177,2050,1,Alpin,0.0
178,2050,4101,Marseille,43278.07415484
179,2050,4101,Alpin,0.0
180,2050,8201,Marseille,44558.385025370255
181,2050,8201,Alpin,0.0
182,2050,3601,Marseille,34759.269012720004
183,2050,3601,Alpin,0.0
184,2050,7701,Marseille,34759.269012720004
185,2050,7701,Alpin,0.0
186,2050,3101,Marseille,0.0
187,2050,3101,Alpin,0.0
188,2050,7201,Marseille,0.0
189,2050,7201,Alpin,0.0
190,2050,2601,Marseille,37133.47026014414
191,2050,2601,Alpin,0.0
192,2050,6701,Marseille,44472.84886546948
193,2050,6701,Alpin,0.0
194,2050,2101,Marseille,-170769.2978937126
195,2050,2101,Alpin,0.0
196,2050,6201,Marseille,38619.16412035879
197,2050,6201,Alpin,0.0
198,2050,1601,Marseille,38618.29739421667
199,2050,1601,Alpin,0.0
200,2050,5701,Marseille,40567.83576307699
201,2050,5701,Alpin,0.0
202,2050,1101,Marseille,34879.18434312001
203,2050,1101,Alpin,0.0
204,2050,5201,Marseille,0.0
205,2050,5201,Alpin,0.0
206,2050,601,Marseille,41470.40935492501
207,2050,601,Alpin,0.0
208,2050,4701,Marseille,40539.40092021004
209,2050,4701,Alpin,0.0
210,2050,101,Marseille,38222.554580669996
211,2050,101,Alpin,0.0
212,2050,4201,Marseille,34640.64901271998
213,2050,4201,Alpin,0.0
214,2050,8301,Marseille,44518.1326910175
215,2050,8301,Alpin,0.0
216,2050,3701,Marseille,0.0
217,2050,3701,Alpin,0.0
218,2050,7801,Marseille,39365.43153186003
219,2050,7801,Alpin,0.0
220,2050,3201,Marseille,44507.16827061279
221,2050,3201,Alpin,0.0
222,2050,7301,Marseille,44351.71314878548
223,2050,7301,Alpin,0.0
224,2050,2701,Marseille,44465.39109551662
225,2050,2701,Alpin,0.0
226,2050,6801,Marseille,36566.918822325526
227,2050,6801,Alpin,0.0
228,2050,2201,Marseille,0.0
229,2050,2201,Alpin,0.0
230,2050,6301,Marseille,43654.81134478829
231,2050,6301,Alpin,0.0
232,2050,1701,Marseille,-160852.967175
233,2050,1701,Alpin,0.0
234,2050,5801,Marseille,42890.22353901237
235,2050,5801,Alpin,0.0
236,2050,1201,Marseille,41110.77590444998
237,2050,1201,Alpin,0.0
238,2050,5301,Marseille,0.0
239,2050,5301,Alpin,0.0
240,2050,701,Marseille,0.0
241,2050,701,Alpin,0.0
242,2050,4801,Marseille,0.0
243,2050,4801,Alpin,0.0
244,2050,201,Marseille,44570.83165371025
245,2050,201,Alpin,0.0
246,2050,4301,Marseille,0.0
247,2050,4301,Alpin,0.0
248,2050,8401,Marseille,42717.62401329001
249,2050,8401,Alpin,0.0
250,2050,3801,Marseille,0.0
251,2050,3801,Alpin,0.0
252,2050,7901,Marseille,-162039.06915
253,2050,7901,Alpin,0.0
254,2050,3301,Marseille,0.0
255,2050,3301,Alpin,0.0
256,2050,7401,Marseille,34758.01395128429
257,2050,7401,Alpin,0.0
258,2050,2801,Marseille,0.0
259,2050,2801,Alpin,0.0
260,2050,6901,Marseille,43761.34476800935
261,2050,6901,Alpin,0.0
262,2050,2301,Marseille,-158184.5334
263,2050,2301,Alpin,0.0
264,2050,6401,Marseille,43226.758287613295
265,2050,6401,Alpin,0.0
266,2050,1801,Marseille,-158184.5334
267,2050,1801,Alpin,5.048709793414476e-29
268,2050,5901,Marseille,44568.448100284324
269,2050,5901,Alpin,0.0
270,2050,1301,Marseille,34759.269012720004
271,2050,1301,Alpin,0.0
272,2050,5401,Marseille,34640.64901271998
273,2050,5401,Alpin,0.0
274,2050,801,Marseille,34758.78834460775
275,2050,801,Alpin,0.0
276,2050,4901,Marseille,44535.743054769
277,2050,4901,Alpin,0.0
278,2050,301,Marseille,44296.06600570235
279,2050,301,Alpin,0.0
280,2050,4401,Marseille,0.0
281,2050,4401,Alpin,0.0
282,2050,8501,Marseille,0.0
283,2050,8501,Alpin,0.0
284,2050,3901,Marseille,0.0
285,2050,3901,Alpin,0.0
286,2050,8001,Marseille,-158334.20829282101
287,2050,8001,Alpin,0.0
288,2050,3401,Marseille,0.0
289,2050,3401,Alpin,0.0
290,2050,7501,Marseille,0.0
291,2050,7501,Alpin,0.0
292,2050,2901,Marseille,43299.09424159497
293,2050,2901,Alpin,0.0
294,2050,7001,Marseille,0.0
295,2050,7001,Alpin,0.0
296,2050,2401,Marseille,0.0
297,2050,2401,Alpin,0.0
298,2050,6501,Marseille,34759.269012720004
299,2050,6501,Alpin,0.0
300,2050,1901,Marseille,-159528.568125
301,2050,1901,Alpin,0.0
302,2050,6001,Marseille,44298.247695564
303,2050,6001,Alpin,0.0
304,2050,1401,Marseille,40572.249913978216
305,2050,1401,Alpin,0.0
306,2050,5501,Marseille,0.0
307,2050,5501,Alpin,0.0
308,2050,901,Marseille,34753.59499386532
309,2050,901,Alpin,0.0
310,2050,5001,Marseille,34638.119666481616
311,2050,5001,Alpin,0.0
312,2050,401,Marseille,34755.292373254226
313,2050,401,Alpin,0.0
314,2050,4501,Marseille,0.0
315,2050,4501,Alpin,0.0
316,2050,8601,Marseille,34759.2599495037
317,2050,8601,Alpin,0.0
318,2050,4001,Marseille,0.0
319,2050,4001,Alpin,0.0
320,2050,8101,Marseille,44550.710421170195
321,2050,8101,Alpin,0.0
322,2050,3501,Marseille,37749.003642165
323,2050,3501,Alpin,0.0
324,2050,7601,Marseille,40443.758404598106
325,2050,7601,Alpin,0.0
326,2050,3001,Marseille,41029.65583815001
327,2050,3001,Alpin,0.0
328,2050,7101,Marseille,43194.41188400998
329,2050,7101,Alpin,0.0
330,2050,2501,Marseille,44215.09419184501
331,2050,2501,Alpin,0.0
332,2050,6601,Marseille,0.0
333,2050,6601,Alpin,0.0
334,2050,2001,Marseille,-158331.4853715165
335,2050,2001,Alpin,0.0
336,2050,6101,Marseille,34759.269012720004
337,2050,6101,Alpin,0.0
338,2050,1501,Marseille,34753.55881720598
339,2050,1501,Alpin,0.0
340,2050,5601,Marseille,44578.45780774787
341,2050,5601,Alpin,0.0
342,2050,1001,Marseille,41544.429281346
343,2050,1001,Alpin,0.0
344,2050,5101,Marseille,0.0
345,2050,5101,Alpin,0.0
346,2050,501,Marseille,34759.269012720004
347,2050,501,Alpin,0.0
348,2050,4601,Marseille,0.0
349,2050,4601,Alpin,0.0
350,2050,8701,Marseille,34635.46616084096
351,2050,8701,Alpin,0.0
352,2020,1,Marseille,101256.80198751463
353,2020,1,Alpin,0.0
354,2020,4101,Marseille,101256.80198751463
355,2020,4101,Alpin,0.0
356,2020,8201,Marseille,101256.80198751463
357,2020,8201,Alpin,0.0
358,2020,3601,Marseille,101256.80198751463
359,2020,3601,Alpin,0.0
360,2020,7701,Marseille,101256.80198751463
361,2020,7701,Alpin,0.0
362,2020,3101,Marseille,101256.80198751463
363,2020,3101,Alpin,0.0
364,2020,7201,Marseille,101256.80198751463
365,2020,7201,Alpin,0.0
366,2020,2601,Marseille,101256.80198751463
367,2020,2601,Alpin,0.0
368,2020,6701,Marseille,101256.80198751463
369,2020,6701,Alpin,0.0
370,2020,2101,Marseille,101256.80198751463
371,2020,2101,Alpin,0.0
372,2020,6201,Marseille,101256.80198751463
373,2020,6201,Alpin,0.0
374,2020,1601,Marseille,101256.80198751463
375,2020,1601,Alpin,0.0
376,2020,5701,Marseille,101256.80198751463
377,2020,5701,Alpin,0.0
378,2020,1101,Marseille,101256.80198751463
379,2020,1101,Alpin,0.0
380,2020,5201,Marseille,101256.80198751463
381,2020,5201,Alpin,0.0
382,2020,601,Marseille,101256.80198751463
383,2020,601,Alpin,0.0
384,2020,4701,Marseille,101256.80198751463
385,2020,4701,Alpin,0.0
386,2020,101,Marseille,101256.80198751463
387,2020,101,Alpin,0.0
388,2020,4201,Marseille,101256.80198751463
389,2020,4201,Alpin,0.0
390,2020,8301,Marseille,101256.80198751463
391,2020,8301,Alpin,0.0
392,2020,3701,Marseille,101256.80198751463
393,2020,3701,Alpin,0.0
394,2020,7801,Marseille,101256.80198751463
395,2020,7801,Alpin,0.0
396,2020,3201,Marseille,101256.80198751463
397,2020,3201,Alpin,0.0
398,2020,7301,Marseille,101256.80198751463
399,2020,7301,Alpin,0.0
400,2020,2701,Marseille,101256.80198751463
401,2020,2701,Alpin,0.0
402,2020,6801,Marseille,101256.80198751463
403,2020,6801,Alpin,0.0
404,2020,2201,Marseille,101256.80198751463
405,2020,2201,Alpin,0.0
406,2020,6301,Marseille,101256.80198751463
407,2020,6301,Alpin,0.0
408,2020,1701,Marseille,101256.80198751463
409,2020,1701,Alpin,0.0
410,2020,5801,Marseille,101256.80198751463
411,2020,5801,Alpin,0.0
412,2020,1201,Marseille,101256.80198751463
413,2020,1201,Alpin,0.0
414,2020,5301,Marseille,101256.80198751463
415,2020,5301,Alpin,0.0
416,2020,701,Marseille,101256.80198751463
417,2020,701,Alpin,0.0
418,2020,4801,Marseille,101256.80198751463
419,2020,4801,Alpin,0.0
420,2020,201,Marseille,101256.80198751463
421,2020,201,Alpin,0.0
422,2020,4301,Marseille,101256.80198751463
423,2020,4301,Alpin,0.0
424,2020,8401,Marseille,101256.80198751463
425,2020,8401,Alpin,0.0
426,2020,3801,Marseille,101256.80198751463
427,2020,3801,Alpin,0.0
428,2020,7901,Marseille,101256.80198751463
429,2020,7901,Alpin,0.0
430,2020,3301,Marseille,101256.80198751463
431,2020,3301,Alpin,0.0
432,2020,7401,Marseille,101256.80198751463
433,2020,7401,Alpin,0.0
434,2020,2801,Marseille,101256.80198751463
435,2020,2801,Alpin,0.0
436,2020,6901,Marseille,101256.80198751463
437,2020,6901,Alpin,0.0
438,2020,2301,Marseille,101256.80198751463
439,2020,2301,Alpin,0.0
440,2020,6401,Marseille,101256.80198751463
441,2020,6401,Alpin,0.0
442,2020,1801,Marseille,101256.80198751463
443,2020,1801,Alpin,0.0
444,2020,5901,Marseille,101256.80198751463
445,2020,5901,Alpin,0.0
446,2020,1301,Marseille,101256.80198751463
447,2020,1301,Alpin,0.0
448,2020,5401,Marseille,101256.80198751463
449,2020,5401,Alpin,0.0
450,2020,801,Marseille,101256.80198751463
451,2020,801,Alpin,0.0
452,2020,4901,Marseille,101256.80198751463
453,2020,4901,Alpin,0.0
454,2020,301,Marseille,101256.80198751463
455,2020,301,Alpin,0.0
456,2020,4401,Marseille,101256.80198751463
457,2020,4401,Alpin,0.0
458,2020,8501,Marseille,101256.80198751463
459,2020,8501,Alpin,0.0
460,2020,3901,Marseille,101256.80198751463
461,2020,3901,Alpin,0.0
462,2020,8001,Marseille,101256.80198751463
463,2020,8001,Alpin,0.0
464,2020,3401,Marseille,101256.80198751463
465,2020,3401,Alpin,0.0
466,2020,7501,Marseille,101256.80198751463
467,2020,7501,Alpin,0.0
468,2020,2901,Marseille,101256.80198751463
469,2020,2901,Alpin,0.0
470,2020,7001,Marseille,101256.80198751463
471,2020,7001,Alpin,0.0
472,2020,2401,Marseille,101256.80198751463
473,2020,2401,Alpin,0.0
474,2020,6501,Marseille,101256.80198751463
475,2020,6501,Alpin,0.0
476,2020,1901,Marseille,101256.80198751463
477,2020,1901,Alpin,0.0
478,2020,6001,Marseille,101256.80198751463
479,2020,6001,Alpin,0.0
480,2020,1401,Marseille,101256.80198751463
481,2020,1401,Alpin,0.0
482,2020,5501,Marseille,101256.80198751463
483,2020,5501,Alpin,0.0
484,2020,901,Marseille,101256.80198751463
485,2020,901,Alpin,0.0
486,2020,5001,Marseille,101256.80198751463
487,2020,5001,Alpin,0.0
488,2020,401,Marseille,101256.80198751463
489,2020,401,Alpin,0.0
490,2020,4501,Marseille,101256.80198751463
491,2020,4501,Alpin,0.0
492,2020,8601,Marseille,101256.80198751463
493,2020,8601,Alpin,0.0
494,2020,4001,Marseille,101256.80198751463
495,2020,4001,Alpin,0.0
496,2020,8101,Marseille,101256.80198751463
497,2020,8101,Alpin,0.0
498,2020,3501,Marseille,101256.80198751463
499,2020,3501,Alpin,0.0
500,2020,7601,Marseille,101256.80198751463
501,2020,7601,Alpin,0.0
502,2020,3001,Marseille,101256.80198751463
503,2020,3001,Alpin,0.0
504,2020,7101,Marseille,101256.80198751463
505,2020,7101,Alpin,0.0
506,2020,2501,Marseille,101256.80198751463
507,2020,2501,Alpin,0.0
508,2020,6601,Marseille,101256.80198751463
509,2020,6601,Alpin,0.0
510,2020,2001,Marseille,101256.80198751463
511,2020,2001,Alpin,0.0
512,2020,6101,Marseille,101256.80198751463
513,2020,6101,Alpin,0.0
514,2020,1501,Marseille,101256.80198751463
515,2020,1501,Alpin,0.0
516,2020,5601,Marseille,101256.80198751463
517,2020,5601,Alpin,0.0
518,2020,1001,Marseille,101256.80198751463
519,2020,1001,Alpin,0.0
520,2020,5101,Marseille,101256.80198751463
521,2020,5101,Alpin,0.0
522,2020,501,Marseille,101256.80198751463
523,2020,501,Alpin,0.0
524,2020,4601,Marseille,101256.80198751463
525,2020,4601,Alpin,0.0
526,2020,8701,Marseille,101256.80198751463
527,2020,8701,Alpin,0.0
528,2030,1,Marseille,0.0
529,2030,1,Alpin,0.0
530,2030,4101,Marseille,118030.22742909347
531,2030,4101,Alpin,0.0
532,2030,8201,Marseille,118635.96503135795
533,2030,8201,Alpin,0.0
534,2030,3601,Marseille,106804.42851582848
535,2030,3601,Alpin,0.0
536,2030,7701,Marseille,106804.42851582848
537,2030,7701,Alpin,0.0
538,2030,3101,Marseille,0.0
539,2030,3101,Alpin,0.0
540,2030,7201,Marseille,0.0
541,2030,7201,Alpin,0.0
542,2030,2601,Marseille,110092.42070649122
543,2030,2601,Alpin,0.0
544,2030,6701,Marseille,118518.02352597775
545,2030,6701,Alpin,0.0
546,2030,2101,Marseille,118571.87575953598
547,2030,2101,Alpin,0.0
548,2030,6201,Marseille,111893.98216033491
549,2030,6201,Alpin,0.0
550,2030,1601,Marseille,12246.22378448967
551,2030,1601,Alpin,0.0
552,2030,5701,Marseille,114466.10970318108
553,2030,5701,Alpin,0.0
554,2030,1101,Marseille,107498.09160189495
555,2030,1101,Alpin,0.0
556,2030,5201,Marseille,0.0
557,2030,5201,Alpin,0.0
558,2030,601,Marseille,115648.14670205579
559,2030,601,Alpin,0.0
560,2030,4701,Marseille,113891.43805496112
561,2030,4701,Alpin,0.0
562,2030,101,Marseille,20471.075763547087
563,2030,101,Alpin,0.0
564,2030,4201,Marseille,106118.25840734664
565,2030,4201,Alpin,0.0
566,2030,8301,Marseille,118567.48264978237
567,2030,8301,Alpin,0.0
568,2030,3701,Marseille,0.0
569,2030,3701,Alpin,0.0
570,2030,7801,Marseille,112874.27673268951
571,2030,7801,Alpin,0.0
572,2030,3201,Marseille,118484.55583075133
573,2030,3201,Alpin,0.0
574,2030,7301,Marseille,5647.648610397393
575,2030,7301,Alpin,0.0
576,2030,2701,Marseille,8068.069443424847
577,2030,2701,Alpin,0.0
578,2030,6801,Marseille,109568.75062481596
579,2030,6801,Alpin,0.0
580,2030,2201,Marseille,1490.9556910612087
581,2030,2201,Alpin,0.0
582,2030,6301,Marseille,118448.66137404583
583,2030,6301,Alpin,0.0
584,2030,1701,Marseille,109428.86320686761
585,2030,1701,Alpin,0.0
586,2030,5801,Marseille,7986.264635306043
587,2030,5801,Alpin,0.0
588,2030,1201,Marseille,115174.23366728585
589,2030,1201,Alpin,0.0
590,2030,5301,Marseille,106118.25840734664
591,2030,5301,Alpin,0.0
592,2030,701,Marseille,0.0
593,2030,701,Alpin,0.0
594,2030,4801,Marseille,0.0
595,2030,4801,Alpin,0.0
596,2030,201,Marseille,118632.63723350424
597,2030,201,Alpin,0.0
598,2030,4301,Marseille,0.0
599,2030,4301,Alpin,0.0
600,2030,8401,Marseille,3965.8385762124235
601,2030,8401,Alpin,0.0
602,2030,3801,Marseille,0.0
603,2030,3801,Alpin,0.0
604,2030,7901,Marseille,110821.20173439386
605,2030,7901,Alpin,0.0
606,2030,3301,Marseille,0.0
607,2030,3301,Alpin,0.0
608,2030,7401,Marseille,106118.25840734664
609,2030,7401,Alpin,0.0
610,2030,2801,Marseille,0.0
611,2030,2801,Alpin,0.0
612,2030,6901,Marseille,118448.66137404583
613,2030,6901,Alpin,0.0
614,2030,2301,Marseille,106118.25840734664
615,2030,2301,Alpin,0.0
616,2030,6401,Marseille,5615.18406071423
617,2030,6401,Alpin,0.0
618,2030,1801,Marseille,106118.25840734664
619,2030,1801,Alpin,0.0
620,2030,5901,Marseille,118673.84025707157
621,2030,5901,Alpin,0.0
622,2030,1301,Marseille,106804.42851582848
623,2030,1301,Alpin,0.0
624,2030,5401,Marseille,0.0
625,2030,5401,Alpin,0.0
626,2030,801,Marseille,106804.42851582848
627,2030,801,Alpin,0.0
628,2030,4901,Marseille,118526.99535750048
629,2030,4901,Alpin,0.0
630,2030,301,Marseille,118665.50752409031
631,2030,301,Alpin,0.0
632,2030,4401,Marseille,118460.7313938186
633,2030,4401,Alpin,0.0
634,2030,8501,Marseille,0.0
635,2030,8501,Alpin,0.0
636,2030,3901,Marseille,0.0
637,2030,3901,Alpin,0.0
638,2030,8001,Marseille,106804.42851582848
639,2030,8001,Alpin,0.0
640,2030,3401,Marseille,735.3336845306044
641,2030,3401,Alpin,0.0
642,2030,7501,Marseille,0.0
643,2030,7501,Alpin,0.0
644,2030,2901,Marseille,117528.07039615334
645,2030,2901,Alpin,0.0
646,2030,7001,Marseille,0.0
647,2030,7001,Alpin,0.0
648,2030,2401,Marseille,0.0
649,2030,2401,Alpin,0.0
650,2030,6501,Marseille,106118.25840734664
651,2030,6501,Alpin,0.0
652,2030,1901,Marseille,108048.72018063326
653,2030,1901,Alpin,0.0
654,2030,6001,Marseille,118497.8716644282
655,2030,6001,Alpin,0.0
656,2030,1401,Marseille,114466.10970318108
657,2030,1401,Alpin,0.0
658,2030,5501,Marseille,0.0
659,2030,5501,Alpin,0.0
660,2030,901,Marseille,106804.42851582848
661,2030,901,Alpin,0.0
662,2030,5001,Marseille,106804.42851582848
663,2030,5001,Alpin,0.0
664,2030,401,Marseille,106804.42851582848
665,2030,401,Alpin,0.0
666,2030,4501,Marseille,0.0
667,2030,4501,Alpin,0.0
668,2030,8601,Marseille,106118.25840734664
669,2030,8601,Alpin,0.0
670,2030,4001,Marseille,0.0
671,2030,4001,Alpin,0.0
672,2030,8101,Marseille,118680.31101715285
673,2030,8101,Alpin,0.0
674,2030,3501,Marseille,110214.34505789561
675,2030,3501,Alpin,0.0
676,2030,7601,Marseille,114296.42428418086
677,2030,7601,Alpin,0.0
678,2030,3001,Marseille,780.0322872424847
679,2030,3001,Alpin,0.0
680,2030,7101,Marseille,117390.12345683374
681,2030,7101,Alpin,0.0
682,2030,2501,Marseille,118452.50482993221
683,2030,2501,Alpin,0.0
684,2030,6601,Marseille,-1.3490515818951822e-11
685,2030,6601,Alpin,1.1194752733600271e-11
686,2030,2001,Marseille,107498.09160189495
687,2030,2001,Alpin,0.0
688,2030,6101,Marseille,106890.5603100209
689,2030,6101,Alpin,0.0
690,2030,1501,Marseille,106118.25840734664
691,2030,1501,Alpin,0.0
692,2030,5601,Marseille,118488.44074133587
693,2030,5601,Alpin,0.0
694,2030,1001,Marseille,115219.01484337245
695,2030,1001,Alpin,0.0
696,2030,5101,Marseille,0.0
697,2030,5101,Alpin,0.0
698,2030,501,Marseille,106804.42851582848
699,2030,501,Alpin,0.0
700,2030,4601,Marseille,0.0
701,2030,4601,Alpin,0.0
702,2030,8701,Marseille,0.0
703,2030,8701,Alpin,0.0
